"url_path","observed_at_utc","api_ok","verdict","coverage_state","last_crawl_utc","google_canonical","user_canonical","rich_result_verdict"
"/case/kawaguchi-memorial-friend-10-oneday-570k/","2026-09-05T07:14:10.882Z","true","PASS","送信して登録されました","2026-07-24T12:43:03Z","https://kawaguchitenrei.com/case/kawaguchi-memorial-friend-10-oneday-570k/","https://kawaguchitenrei.com/case/kawaguchi-memorial-friend-10-oneday-570k/","PASS"
"/case/home-buddhist-10-oneday-1600k/","2026-09-05T07:14:10.882Z","true","PASS","送信して登録されました","2026-07-25T02:30:27Z","https://kawaguchitenrei.com/case/home-buddhist-10-oneday-1600k/","https://kawaguchitenrei.com/case/home-buddhist-10-oneday-1600k/","PASS"
"/case/kawaguchi-memorial-buddhist-20-family-1100k/","2026-09-05T07:14:18.310Z","true","PASS","送信して登録されました","2026-07-26T13:06:40Z","https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-family-1100k/","https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-family-1100k/","PASS"
"/case/kawaguchi-memorial-buddhist-20-oneday-580k/","2026-09-05T07:14:18.310Z","true","PASS","送信して登録されました","2026-07-16T21:44:50Z","https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-oneday-580k/","https://kawaguchitenrei.com/case/kawaguchi-memorial-buddhist-20-oneday-580k/","PASS"
"/case/yatsuka-buddhist-400-company-contact/","2026-09-05T07:14:18.310Z","true","PASS","送信して登録されました","2026-07-31T02:55:44Z","https://kawaguchitenrei.com/case/yatsuka-buddhist-400-company-contact/","https://kawaguchitenrei.com/case/yatsuka-buddhist-400-company-contact/","PASS"
"/voice/oneday-careful-guidance/","2026-09-05T07:14:28.636Z","true","PASS","送信して登録されました","2026-06-12T01:00:52Z","https://kawaguchitenrei.com/voice/oneday-careful-guidance/","https://kawaguchitenrei.com/voice/oneday-careful-guidance/","PASS"
"/voice/cremation-clear-pricing/","2026-09-05T07:14:28.636Z","true","PASS","送信して登録されました","2026-07-21T11:30:41Z","https://kawaguchitenrei.com/voice/cremation-clear-pricing/","https://kawaguchitenrei.com/voice/cremation-clear-pricing/","PASS"
"/voice/family-funeral-warm/","2026-09-05T07:14:28.636Z","true","PASS","送信して登録されました","2026-07-27T23:14:36Z","https://kawaguchitenrei.com/voice/family-funeral-warm/","https://kawaguchitenrei.com/voice/family-funeral-warm/","PASS"
"/voice/direct-funeral-home-time/","2026-09-05T07:14:37.756Z","true","PASS","送信して登録されました","2026-07-16T16:56:14Z","https://kawaguchitenrei.com/voice/direct-funeral-home-time/","https://kawaguchitenrei.com/voice/direct-funeral-home-time/","PASS"
"/voice/caring-support-farewell/","2026-09-05T07:14:37.756Z","true","PASS","送信して登録されました","2026-07-25T02:35:51Z","https://kawaguchitenrei.com/voice/caring-support-farewell/","https://kawaguchitenrei.com/voice/caring-support-farewell/","PASS"
"/voice/20250521_k_001/","2026-09-05T07:14:37.756Z","true","PASS","送信して登録されました","2026-07-29T10:09:12Z","https://kawaguchitenrei.com/voice/20250521_k_001/","https://kawaguchitenrei.com/voice/20250521_k_001/","PASS"
"/voice/20240521__kasoou2/","2026-09-05T07:14:45.124Z","true","PASS","送信して登録されました","2026-07-23T12:44:23Z","https://kawaguchitenrei.com/voice/20240521__kasoou2/","https://kawaguchitenrei.com/voice/20240521__kasoou2/","PASS"
"/voice/20240812_kazokusou/","2026-09-05T07:14:45.124Z","true","PASS","送信して登録されました","2026-07-24T17:38:17Z","https://kawaguchitenrei.com/voice/20240812_kazokusou/","https://kawaguchitenrei.com/voice/20240812_kazokusou/","PASS"
"/voice/20240602_k/","2026-09-05T07:14:45.124Z","true","PASS","送信して登録されました","2026-07-29T09:02:31Z","https://kawaguchitenrei.com/voice/20240602_k/","https://kawaguchitenrei.com/voice/20240602_k/","PASS"
"/voice/20240604_kk/","2026-09-05T07:14:52.253Z","true","PASS","送信して登録されました","2026-08-29T02:14:08Z","https://kawaguchitenrei.com/voice/20240604_kk/","https://kawaguchitenrei.com/voice/20240604_kk/","PASS"
"/voice/20240608_ichi/","2026-09-05T07:14:52.253Z","true","PASS","送信して登録されました","2026-07-24T12:40:18Z","https://kawaguchitenrei.com/voice/20240608_ichi/","https://kawaguchitenrei.com/voice/20240608_ichi/","PASS"
"/voice/20240617_ichi/","2026-09-05T07:14:52.253Z","true","PASS","送信して登録されました","2026-07-24T18:37:08Z","https://kawaguchitenrei.com/voice/20240617_ichi/","https://kawaguchitenrei.com/voice/20240617_ichi/","PASS"
"/voice/20240619_ichi/","2026-09-05T07:14:59.604Z","true","PASS","送信して登録されました","2026-07-21T09:39:26Z","https://kawaguchitenrei.com/voice/20240619_ichi/","https://kawaguchitenrei.com/voice/20240619_ichi/","PASS"
"/voice/2020603_ichi/","2026-09-05T07:14:59.604Z","true","PASS","送信して登録されました","2026-07-08T16:31:24Z","https://kawaguchitenrei.com/voice/2020603_ichi/","https://kawaguchitenrei.com/voice/2020603_ichi/","PASS"
"/voice/20240623_kazoku/","2026-09-05T07:14:59.604Z","true","PASS","送信して登録されました","2026-05-24T23:06:30Z","https://kawaguchitenrei.com/voice/20240623_kazoku/","https://kawaguchitenrei.com/voice/20240623_kazoku/","PASS"
"/voice/20240624_kasou/","2026-09-05T07:15:06.831Z","true","PASS","送信して登録されました","2026-07-24T12:49:40Z","https://kawaguchitenrei.com/voice/20240624_kasou/","https://kawaguchitenrei.com/voice/20240624_kasou/","PASS"
"/voice/20240628_kazoku/","2026-09-05T07:15:06.832Z","true","PASS","送信して登録されました","2026-07-23T22:01:54Z","https://kawaguchitenrei.com/voice/20240628_kazoku/","https://kawaguchitenrei.com/voice/20240628_kazoku/","PASS"
"/voice/20240702/","2026-09-05T07:15:06.832Z","true","PASS","送信して登録されました","2026-08-15T14:53:14Z","https://kawaguchitenrei.com/voice/20240702/","https://kawaguchitenrei.com/voice/20240702/","PASS"
"/voice/20270704_kazoku/","2026-09-05T07:15:14.763Z","true","PASS","送信して登録されました","2026-08-29T12:53:12Z","https://kawaguchitenrei.com/voice/20270704_kazoku/","https://kawaguchitenrei.com/voice/20270704_kazoku/","PASS"
"/voice/20240710_kazoku/","2026-09-05T07:15:14.763Z","true","PASS","送信して登録されました","2026-07-24T16:55:45Z","https://kawaguchitenrei.com/voice/20240710_kazoku/","https://kawaguchitenrei.com/voice/20240710_kazoku/","PASS"
"/voice/20240717_ippann/","2026-09-05T07:15:14.763Z","true","PASS","送信して登録されました","2026-07-19T09:38:30Z","https://kawaguchitenrei.com/voice/20240717_ippann/","https://kawaguchitenrei.com/voice/20240717_ippann/","PASS"
"/voice/20240716_kasou/","2026-09-05T07:15:23.880Z","true","PASS","送信して登録されました","2026-07-21T12:54:56Z","https://kawaguchitenrei.com/voice/20240716_kasou/","https://kawaguchitenrei.com/voice/20240716_kasou/","PASS"
"/voice/tq4nrjZa/","2026-09-05T07:15:23.880Z","true","PASS","送信して登録されました","2026-08-20T07:06:14Z","https://kawaguchitenrei.com/voice/tq4nrjZa/","https://kawaguchitenrei.com/voice/tq4nrjZa/","PASS"
"/voice/20250721/","2026-09-05T07:15:23.880Z","true","PASS","送信して登録されました","2026-07-30T10:55:46Z","https://kawaguchitenrei.com/voice/20250721/","https://kawaguchitenrei.com/voice/20250721/","PASS"
"/voice/20240721/","2026-09-05T07:15:31.220Z","true","PASS","送信して登録されました","2026-07-24T12:21:11Z","https://kawaguchitenrei.com/voice/20240721/","https://kawaguchitenrei.com/voice/20240721/","PASS"
"/voice/20240730_ichi/","2026-09-05T07:15:31.220Z","true","PASS","送信して登録されました","2026-07-21T23:57:13Z","https://kawaguchitenrei.com/voice/20240730_ichi/","https://kawaguchitenrei.com/voice/20240730_ichi/","PASS"
"/voice/20240730/","2026-09-05T07:15:31.220Z","true","PASS","送信して登録されました","2026-07-20T21:03:59Z","https://kawaguchitenrei.com/voice/20240730/","https://kawaguchitenrei.com/voice/20240730/","PASS"
"/voice/20250912/","2026-09-05T07:15:38.478Z","true","NEUTRAL","検出 - インデックス未登録","","","",""
"/voice/ckgS6F6p/","2026-09-05T07:15:38.478Z","true","PASS","送信して登録されました","2026-07-24T12:47:40Z","https://kawaguchitenrei.com/voice/ckgS6F6p/","https://kawaguchitenrei.com/voice/ckgS6F6p/","PASS"
"/voice/2020914ippan/","2026-09-05T07:15:38.478Z","true","PASS","送信して登録されました","2026-07-17T16:27:19Z","https://kawaguchitenrei.com/voice/2020914ippan/","https://kawaguchitenrei.com/voice/2020914ippan/","PASS"
"/column/kouden_souba/","2026-09-05T07:15:45.816Z","true","PASS","送信して登録されました","2026-07-10T23:34:42Z","https://kawaguchitenrei.com/column/kouden_souba/","https://kawaguchitenrei.com/column/kouden_souba/","PASS"
